caseID,taskID,originator,eventtype,contact,RepairType,objectKey,RepairInternally,EstimatedRepairTime,RepairCode,RepairOK,date,time
273,FirstContact,Dian,complete,Personal,O,0.0,False,0.0,0.0,False,2022-03-09,3:38
704,RepairReady,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-03-10,1:59
987,Survey,Anne,start,Nope,O,0.0,False,0.0,0.0,False,2022-03-11,6:09
449,InternRepair,Ben,start,Nope,O,0.0,False,0.0,0.0,False,2022-03-12,16:18
292,RepairReady,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-03-13,0:22
168,RepairReady,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-03-14,18:49
347,InformClientSurvey,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-15,15:15
653,ArrangeSurvey,Dian,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-16,15:07
820,ArrangeSurvey,Dian,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-17,14:25
627,Survey,Edd,complete,Nope,O,0.0,True,240.0,1.0,False,2022-03-18,8:50
191,ImmediateRepair,Jacky,start,Nope,O,0.0,False,0.0,0.0,False,2022-03-19,21:34
761,FirstContact,Monica,complete,Letter,O,0.0,False,0.0,0.0,False,2022-03-20,16:17
37,InternRepair,John,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-21,16:40
383,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-03-22,20:00
971,MakeTicket,Dian,start,Nope,O,0.0,False,0.0,0.0,False,2022-03-23,17:17
30,ArrangeSurvey,Monica,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-24,3:24
39,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-03-25,17:21
527,TicketReady,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-26,16:16
279,ArrangeSurvey,Monica,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-27,8:50
215,TicketReady,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-28,19:24
83,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-03-29,20:17
543,ArrangeSurvey,Monica,complete,Nope,O,0.0,False,0.0,0.0,False,2022-03-30,1:52
97,InternRepair,Paul,start,Nope,O,0.0,False,0.0,0.0,False,2022-03-31,22:16
207,ImmediateRepair,Anne,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-01,21:32
902,ArrangeSurvey,Dian,start,Nope,O,0.0,False,0.0,0.0,False,2022-04-02,12:24
77,MakeTicket,Monica,complete,Nope,B,1058.0,False,0.0,0.0,False,2022-04-03,7:11
793,InternRepair,Cindy,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-04,23:32
149,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-04-05,18:38
271,Survey,Jacky,complete,Nope,O,0.0,True,120.0,1.0,False,2022-04-06,8:57
870,ArrangeSurvey,Monica,start,Nope,O,0.0,False,0.0,0.0,False,2022-04-07,9:14
989,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-04-08,23:14
242,FirstContact,Monica,complete,Personal,O,0.0,False,0.0,0.0,False,2022-04-09,4:56
306,ArrangeSurvey,Dian,start,Nope,O,0.0,False,0.0,0.0,False,2022-04-10,15:08
928,InformClientSurvey,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-11,7:31
810,FirstContact,Dian,complete,Web,O,0.0,False,0.0,0.0,False,2022-04-12,22:11
787,ArrangeSurvey,Monica,start,Nope,O,0.0,False,0.0,0.0,False,2022-04-13,14:14
344,InternRepair,Paul,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-14,6:42
589,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-04-15,16:30
972,ExternRepair,DoIt,start,Nope,O,0.0,False,0.0,0.0,False,2022-04-16,19:53
600,SendTicketToFinAdmin,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-17,3:08
532,Survey,Jacky,start,Nope,O,0.0,False,0.0,0.0,False,2022-04-18,4:51
601,SendTicketToFinAdmin,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-19,6:13
441,InformClientSurvey,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-20,10:43
970,InternRepair,Cindy,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-21,9:52
359,MakeTicket,Dian,complete,Nope,E,1428.0,False,0.0,0.0,False,2022-04-22,19:56
925,FirstContact,Monica,complete,Personal,O,0.0,False,0.0,0.0,False,2022-04-23,13:20
18,SendTicketToFinAdmin,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-24,11:32
73,InternRepair,Cindy,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-25,11:53
129,Survey,Barbara,complete,Nope,O,0.0,True,120.0,1.0,False,2022-04-26,16:25
166,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-04-27,18:46
84,ArrangeSurvey,Monica,start,Nope,O,0.0,False,0.0,0.0,False,2022-04-28,12:46
109,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-04-29,14:17
206,SendTicketToFinAdmin,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-04-30,0:49
260,ArrangeSurvey,Monica,start,Nope,O,0.0,False,0.0,0.0,False,2022-05-01,4:34
716,InternRepair,Barbara,start,Nope,O,0.0,False,0.0,0.0,False,2022-05-02,1:20
532,RepairReady,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-05-03,7:34
458,ReadyInformClient,System,complete,Nope,O,0.0,False,0.0,0.0,True,2022-05-04,23:03
736,ArrangeSurvey,Monica,complete,Nope,O,0.0,False,0.0,0.0,False,2022-05-05,12:37
249,ImmediateRepair,Anne,complete,Nope,O,0.0,False,0.0,0.0,False,2022-05-06,22:44
986,MakeTicket,Dian,complete,Nope,P,6524.0,False,0.0,0.0,False,2022-05-07,10:24
716,SendTicketToFinAdmin,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-05-08,6:50
878,MakeTicket,Monica,complete,Nope,B,348.0,False,0.0,0.0,False,2022-05-09,4:56
90,InformClientSurvey,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-05-10,10:19
304,TicketReady,System,complete,Nope,O,0.0,False,0.0,0.0,False,2022-05-11,20:00
264,FirstContact,Monica,complete,Phone,O,0.0,False,0.0,0.0,False,2022-05-12,6:42
87,MakeTicket,Dian,complete,Nope,P,5525.0,False,0.0,0.0,False,2022-05-13,21:05
552,InternRepair,Lex,start,Nope,O,0.0,False,0.0,0.0,False,2022-05-14,4:48
